Channel              :,CH1
256,503.000000
257,503.500000
258,502.000000
259,503.000000
260,502.000000
261,501.500000
262,501.000000
263,502.000000
264,503.000000
265,501.500000
266,501.000000
267,501.500000
268,503.500000
269,501.500000
270,502.500000
271,502.000000
272,503.500000
273,503.000000
274,503.000000
275,502.000000
276,500.500000
277,502.500000
278,503.000000
279,502.000000
280,503.500000
281,501.000000
282,502.500000
283,504.500000
284,505.000000
285,502.000000
286,501.500000
287,503.000000
288,503.000000
289,504.000000
290,503.000000
291,503.000000
292,504.000000
293,503.000000
294,502.500000
295,501.500000
296,502.500000
297,503.500000
298,504.000000
299,503.000000
300,501.500000
301,501.500000
302,501.500000
303,500.500000
304,503.000000
305,501.000000
306,504.500000
307,501.000000
308,502.500000
309,503.500000
310,503.000000
311,504.500000
312,503.000000
313,503.000000
314,502.500000
315,501.000000
316,503.500000
317,501.500000
318,501.000000
319,503.000000
320,504.500000
321,504.000000
322,503.500000
323,501.500000
324,505.500000
325,503.500000
326,501.000000
327,503.000000
328,503.500000
329,502.500000
330,502.000000
331,503.000000
332,503.000000
333,501.000000
334,503.000000
335,504.000000
336,503.000000
337,502.500000
338,503.500000
339,502.500000
340,503.000000
341,502.500000
342,503.500000
343,503.500000
344,502.500000
345,503.000000
346,503.000000
347,500.500000
348,502.500000
349,501.000000
350,503.500000
351,503.000000
352,503.500000
353,503.500000
354,502.500000
355,500.500000
356,502.500000
357,499.000000
358,503.000000
359,502.000000
360,502.500000
361,502.500000
362,501.500000
363,502.000000
364,501.500000
365,502.000000
366,504.000000
367,502.500000
368,502.000000
369,501.500000
370,503.500000
371,500.500000
372,503.000000
373,502.500000
374,501.500000
375,502.500000
376,505.000000
377,504.000000
378,503.500000
379,503.000000
380,500.500000
381,502.000000
382,501.500000
383,502.500000
384,503.000000
385,503.000000
386,500.500000
387,503.500000
388,501.500000
389,504.500000
390,502.500000
391,501.500000
392,502.500000
393,503.000000
394,502.000000
395,505.000000
396,502.000000
397,501.500000
398,502.500000
399,503.000000
400,501.000000
401,501.000000
402,502.000000
403,502.500000
404,505.000000
405,502.000000
406,501.500000
407,503.000000
408,506.500000
409,501.500000
410,502.000000
411,502.000000
412,503.500000
413,501.000000
414,500.000000
415,503.500000
416,503.000000
417,503.000000
418,504.000000
419,502.000000
420,502.000000
421,503.500000
422,501.500000
423,500.000000
424,502.500000
425,504.000000
426,501.500000
427,503.500000
428,501.500000
429,504.000000
430,504.500000
431,506.000000
432,502.500000
433,503.500000
434,502.000000
435,503.500000
436,500.000000
437,502.000000
438,502.500000
439,503.500000
440,503.500000
441,503.500000
442,503.000000
443,502.500000
444,500.500000
445,502.500000
446,503.000000
447,504.500000
448,502.500000
449,502.500000
450,504.000000
451,503.500000
452,503.000000
453,502.500000
454,500.500000
455,505.000000
456,503.000000
457,501.500000
458,503.000000
459,502.000000
460,500.500000
461,504.000000
462,501.000000
463,501.500000
464,501.500000
465,502.500000
466,502.000000
467,503.000000
468,502.500000
469,504.000000
470,503.500000
471,503.500000
472,503.000000
473,502.000000
474,502.500000
475,501.500000
476,501.000000
477,500.500000
478,503.500000
479,502.000000
480,502.500000
481,500.000000
482,500.500000
483,504.000000
484,501.500000
485,503.500000
486,502.000000
487,503.500000
488,501.500000
489,502.000000
490,503.000000
491,503.500000
492,501.500000
493,503.000000
494,505.000000
495,502.000000
496,501.500000
497,501.000000
498,504.500000
499,500.000000
500,502.000000
501,501.500000
502,501.500000
503,502.500000
504,500.500000
505,500.500000
506,501.000000
507,501.000000
508,502.000000
509,501.000000
510,504.500000
511,504.500000
512,504.500000
513,504.000000
514,503.500000
515,504.500000
516,501.500000
517,503.000000
518,501.500000
519,504.000000
520,504.000000
521,504.000000
522,504.500000
523,502.000000
524,500.500000
525,502.000000
526,500.500000
527,504.000000
528,-512.000000
529,-507.500000
530,-507.500000
531,-504.500000
532,-500.500000
533,-503.000000
534,-502.000000
535,-502.000000
536,-504.000000
537,-504.500000
538,-504.500000
539,-504.500000
540,-506.500000
541,-503.500000
542,-506.500000
543,-505.000000
544,-507.500000
545,-505.000000
546,-504.500000
547,-506.500000
548,-506.500000
549,-505.500000
550,-506.500000
551,-506.500000
552,-507.500000
553,-507.000000
554,-506.500000
555,-507.500000
556,-506.000000
557,-508.000000
558,-510.000000
559,-510.000000
560,-507.500000
561,-506.500000
562,-507.500000
563,-508.500000
564,-505.000000
565,-505.500000
566,-508.000000
567,-507.500000
568,-507.000000
569,-507.500000
570,-508.000000
571,-507.500000
572,-507.000000
573,-508.500000
574,-509.500000
575,-507.000000
576,-506.500000
577,-505.000000
578,-506.500000
579,-507.500000
580,-506.500000
581,-505.000000
582,-507.000000
583,-505.500000
584,-507.000000
585,-505.000000
586,-507.000000
587,-506.500000
588,-507.000000
589,-507.000000
590,-507.000000
591,-506.500000
592,-504.500000
593,-505.500000
594,-507.000000
595,-505.500000
596,-505.500000
597,-505.000000
598,-505.500000
599,-507.000000
600,-506.500000
601,-506.500000
602,-505.500000
603,-505.500000
604,-504.500000
605,-507.000000
606,-507.000000
607,-503.000000
608,-506.000000
609,-504.500000
610,-505.000000
611,-506.500000
612,-505.000000
613,-504.500000
614,-505.000000
615,-506.500000
616,-505.500000
617,-507.500000
618,-506.000000
619,-505.000000
620,-505.000000
621,-504.500000
622,-504.500000
623,-505.000000
624,-503.000000
625,-503.000000
626,-502.000000
627,-503.000000
628,-502.500000
629,-503.000000
630,-507.000000
631,-504.500000
632,-503.000000
633,-504.500000
634,-504.500000
635,-506.500000
636,-503.500000
637,-504.500000
638,-505.000000
639,-503.500000
640,-502.500000
641,-505.000000
642,-504.000000
643,-503.000000
644,-503.500000
645,-502.500000
646,-502.500000
647,-503.000000
648,-504.000000
649,-503.000000
650,-504.500000
651,-504.500000
652,-504.500000
653,-502.500000
654,-504.000000
655,-502.000000
656,-504.500000
657,-502.000000
658,-501.500000
659,-503.500000
660,-502.500000
661,-502.500000
662,-502.500000
663,-502.500000
664,-503.500000
665,-503.000000
666,-503.500000
667,-502.000000
668,-501.500000
669,-503.000000
670,-501.000000
671,-502.500000
672,-502.500000
673,-501.500000
674,-498.500000
675,-503.000000
676,-502.000000
677,-502.000000
678,-502.500000
679,-502.500000
680,-500.500000
681,-502.000000
682,-501.000000
683,-502.500000
684,-500.500000
685,-501.500000
686,-502.000000
687,-501.000000
688,-503.000000
689,-501.000000
690,-501.000000
691,-502.000000
692,-500.500000
693,-502.000000
694,-500.500000
695,-501.500000
696,-500.000000
697,-500.500000
698,-499.500000
699,-502.500000
700,-502.000000
701,-502.000000
702,-497.500000
703,-502.000000
704,-500.500000
705,-502.000000
706,-499.000000
707,-503.500000
708,-500.000000
709,-501.000000
710,-501.500000
711,-502.000000
712,-500.000000
713,-499.000000
714,-502.000000
715,-499.000000
716,-499.500000
717,-498.500000
718,-501.000000
719,-500.000000
720,-501.000000
721,-502.000000
722,-498.500000
723,-500.500000
724,-499.500000
725,-499.000000
726,-501.000000
727,-499.500000
728,-502.500000
729,-501.500000
730,-499.500000
731,-498.000000
732,-500.000000
733,-499.000000
734,-501.500000
735,-503.000000
736,-498.000000
737,-498.000000
738,-500.500000
739,-500.500000
740,-500.000000
741,-501.000000
742,-501.000000
743,-501.500000
744,-498.500000
745,-502.500000
746,-500.000000
747,-500.500000
748,-500.500000
749,-500.500000
750,-499.500000
751,-499.000000
752,-500.000000
753,-500.000000
754,-501.500000
755,-499.500000
756,-500.000000
757,-498.000000
758,-502.000000
759,-501.500000
760,-499.500000
761,-499.500000
762,-500.000000
763,-500.500000
764,-499.000000
765,-499.000000
766,-498.000000
767,-502.000000
768,-500.000000
769,-502.000000
770,-501.500000
771,-498.500000
772,-499.000000
773,-500.500000
774,-500.500000
775,-501.000000
776,-499.500000
777,-499.000000
778,-499.500000
779,-501.000000
780,-499.000000
781,-501.500000
782,-499.000000
783,-499.000000
784,-498.500000
785,-500.000000
786,-497.500000
787,-497.500000
788,-499.000000
789,-497.500000
790,-499.500000
791,-496.500000
792,-498.500000
793,-500.000000
794,-496.500000
795,-500.500000
796,-499.000000
797,-501.500000
798,-498.500000
799,-498.000000
800,-498.000000
801,-497.500000
802,-498.500000
803,-497.500000
804,-500.000000
805,-499.500000
806,-500.000000
807,-502.000000
808,-497.500000
809,-497.500000
810,-499.500000
811,-499.500000
812,-500.000000
813,-497.000000
814,-497.500000
815,-500.500000
816,-499.000000
817,-498.000000
818,-499.000000
819,-498.500000
820,-499.500000
821,-499.500000
822,-499.500000
823,-499.500000
824,-498.000000
825,-498.500000
826,-499.000000
827,-501.500000
828,-498.000000
829,-501.000000
830,-501.500000
831,-498.500000
832,-500.500000
833,-500.500000
834,-497.000000
835,-497.000000
836,-498.500000
837,-495.500000
838,-499.000000
839,-498.000000
840,-499.500000
841,-498.000000
842,-499.000000
843,-496.500000
844,-498.000000
845,-495.500000
846,-499.000000
847,-497.500000
848,-497.500000
849,-497.500000
850,-498.000000
851,-497.500000
852,-498.000000
853,-498.500000
854,-498.500000
855,-497.500000
856,-501.000000
857,-498.500000
858,-497.000000
859,-498.000000
860,-498.000000
861,-497.000000
862,-498.000000
863,-496.500000
864,-496.500000
865,-495.500000
866,-498.500000
867,-496.500000
868,-498.000000
869,-495.500000
870,-498.000000
871,-499.500000
872,-500.000000
873,-499.500000
874,-498.000000
875,-497.500000
876,-500.500000
877,-497.000000
878,-501.000000
879,-496.000000
880,-497.500000
881,-497.500000
882,-497.000000
883,-496.500000
884,-495.500000
885,-497.000000
886,-496.000000
887,-499.500000
888,-497.500000
889,-497.500000
890,-497.000000
891,-498.000000
892,-496.000000
893,-499.500000
894,-495.500000
895,-497.500000
896,-496.500000
897,-499.500000
898,-498.500000
899,-497.000000
900,-497.000000
901,-497.500000
902,-497.000000
903,-497.500000
904,-498.000000
905,-494.000000
906,-498.500000
907,-496.500000
908,-495.500000
909,-496.000000
910,-495.000000
911,-495.500000
912,-496.500000
913,-496.500000
914,-496.000000
915,-494.500000
916,-496.500000
917,-497.500000
918,-497.000000
919,-498.000000
920,-497.000000
921,-495.500000
922,-495.500000
923,-495.500000
924,-496.000000
925,-496.000000
926,-497.500000
927,-495.500000
928,-497.000000
929,-495.500000
930,-499.500000
931,-496.500000
932,-496.500000
933,-497.000000
934,-496.000000
935,-499.000000
936,-499.000000
937,-497.500000
938,-498.500000
939,-497.500000
940,-499.500000
941,-496.500000
942,-499.000000
943,-497.000000
944,-498.500000
945,-499.500000
946,-499.000000
947,-495.500000
948,-500.000000
949,-496.500000
950,-499.000000
951,-497.000000
952,-498.000000
953,-497.500000
954,-499.500000
955,-497.000000
956,-495.000000
957,-495.500000
958,-499.000000
959,-497.500000
960,-498.500000
961,-497.500000
962,-496.500000
963,-496.000000
964,-496.500000
965,-497.500000
966,-495.500000
967,-499.000000
968,-494.500000
969,-497.500000
970,-495.000000
971,-498.500000
972,-498.000000
973,-496.500000
974,-497.500000
975,-501.000000
976,-495.500000
977,-498.500000
978,-494.500000
979,-496.500000
980,-499.000000
981,-497.500000
982,-499.000000
983,-496.500000
984,-499.000000
985,-494.000000
986,-499.500000
987,-496.000000
988,-498.000000
989,-496.500000
990,-498.000000
991,-496.500000
992,-497.500000
993,-497.000000
994,-495.000000
995,-495.500000
996,-496.000000
997,-496.500000
998,-498.000000
999,-497.000000
1000,-495.000000
1001,-498.500000
1002,-496.500000
1003,-497.500000
1004,-497.000000
1005,-497.000000
1006,-497.000000
1007,-495.000000
1008,-499.500000
1009,-495.000000
1010,-500.000000
1011,-496.000000
1012,-497.500000
1013,-496.000000
1014,-494.500000
1015,-495.500000
1016,-496.000000
1017,-497.000000
1018,-497.000000
1019,-498.500000
1020,-498.000000
1021,-497.500000
1022,-497.500000
1023,-498.000000
1024,-498.000000
1025,-497.000000
1026,-495.500000
1027,-495.500000
1028,-498.000000
1029,-497.500000
1030,-496.000000
1031,-497.000000
1032,-495.500000
1033,-499.000000
1034,-498.500000
1035,-498.000000
1036,-498.000000
1037,-494.500000
1038,-499.500000
1039,-494.000000
1040,-496.500000
1041,-495.000000
1042,-497.000000
1043,-496.500000
1044,-496.000000
1045,-499.000000
1046,-497.500000
1047,-495.500000
1048,-496.000000
1049,-495.000000
1050,-495.500000
1051,-496.500000
1052,-497.000000
1053,-495.000000
1054,-495.000000
1055,-496.500000
1056,-496.000000
1057,-494.000000
1058,-494.500000
1059,-496.000000
1060,-494.000000
1061,-495.000000
1062,-494.000000
1063,-494.500000
1064,-498.000000
1065,-497.000000
1066,-497.000000
1067,-495.000000
1068,-495.000000
1069,-492.500000
1070,-497.000000
1071,-490.500000
1072,-496.500000
1073,-492.500000
1074,-497.500000
1075,-495.000000
1076,-495.000000
1077,-495.000000
1078,-496.000000
1079,-496.000000
1080,-494.500000
1081,-495.500000
1082,-494.500000
1083,-493.500000
1084,-493.500000
1085,-497.500000
1086,-497.000000
1087,-497.000000
1088,-497.500000
1089,-497.000000
1090,-496.000000
1091,-496.000000
1092,-495.500000
1093,-495.500000
1094,-495.000000
1095,-496.500000
1096,-496.500000
1097,-495.500000
1098,-497.500000
1099,-493.500000
1100,-497.500000
1101,-496.000000
1102,-492.500000
1103,-495.000000
1104,-495.500000
1105,-495.500000
1106,-496.000000
1107,-493.000000
1108,-495.000000
1109,-495.500000
1110,-495.500000
1111,-493.500000
1112,-495.500000
1113,-494.000000
1114,-496.000000
1115,-495.500000
1116,-497.500000
1117,-496.000000
1118,-495.500000
1119,-495.500000
1120,-497.500000
1121,-496.000000
1122,-495.000000
1123,-495.500000
1124,-498.000000
1125,-497.000000
1126,-495.500000
1127,-498.500000
1128,-493.500000
1129,-494.500000
1130,-496.000000
1131,-496.500000
1132,-495.500000
1133,-495.000000
1134,-494.500000
1135,-495.500000
1136,-496.500000
1137,-496.500000
1138,-496.000000
1139,-494.500000
1140,-498.000000
1141,-494.000000
1142,-497.000000
1143,-495.000000
1144,-496.000000
1145,-497.000000
1146,-497.500000
1147,-498.000000
1148,-496.500000
1149,-496.000000
1150,-490.500000
1151,-497.000000
1152,-493.000000
1153,-498.000000
1154,-495.500000
1155,-498.000000
1156,-494.000000
1157,-497.500000
1158,-496.000000
1159,-496.500000
1160,-496.000000
1161,-493.000000
1162,-496.500000
1163,-493.500000
1164,-498.000000
1165,-494.500000
1166,-495.500000
1167,-494.500000
1168,-495.000000
1169,-495.000000
1170,-497.000000
1171,-496.500000
1172,-496.000000
1173,-498.000000
1174,-498.500000
1175,-498.000000
1176,-495.000000
1177,-495.500000
1178,-494.000000
1179,-496.500000
1180,-498.500000
1181,-495.500000
1182,-497.000000
1183,-496.500000
1184,-495.000000
1185,-497.000000
1186,-496.000000
1187,-496.500000
1188,-497.000000
1189,-498.500000
1190,-496.500000
1191,-494.500000
1192,-495.000000
1193,-495.000000
1194,-495.500000
1195,-496.000000
1196,-497.500000
1197,-497.000000
1198,-498.000000
1199,-494.500000
1200,-494.500000
1201,-494.500000
1202,-495.000000
1203,-497.500000
1204,-497.000000
1205,-495.500000
1206,-498.000000
1207,-495.500000
1208,-497.000000
1209,-495.500000
1210,-497.000000
1211,-495.500000
1212,-495.500000
1213,-497.000000
1214,-496.000000
1215,-496.000000
1216,-496.000000
1217,-497.000000
1218,-496.500000
1219,-494.500000
1220,-495.500000
1221,-495.500000
1222,-498.000000
1223,-497.500000
1224,-498.500000
1225,-497.000000
1226,-498.000000
1227,-494.000000
1228,-496.500000
1229,-498.500000
1230,-497.500000
1231,-497.000000
1232,-494.000000
1233,-497.500000
1234,-496.500000
1235,-494.500000
1236,-495.000000
1237,-495.000000
1238,-495.500000
1239,-496.500000
1240,-493.500000
1241,-498.500000
1242,-495.000000
1243,-494.500000
1244,-495.000000
1245,-493.500000
1246,-495.000000
1247,-497.000000
1248,-496.500000
1249,-494.500000
1250,-497.000000
1251,-494.000000
1252,-497.500000
1253,-496.500000
1254,-496.500000
1255,-495.000000
1256,-498.000000
1257,-497.500000
1258,-495.000000
1259,-494.500000
1260,-496.000000
1261,-496.500000
1262,-494.500000
1263,-496.000000
1264,-494.500000
1265,-498.500000
1266,-497.000000
1267,-497.000000
1268,-496.500000
1269,-497.000000
1270,-496.500000
1271,-497.000000
1272,-495.500000
1273,-494.500000
1274,-497.000000
1275,-497.500000
1276,-497.500000
1277,-495.000000
1278,-496.000000
1279,-495.500000
1280,-496.000000
1281,-494.500000
1282,-494.500000
1283,-493.000000
1284,-496.000000
1285,-496.000000
1286,-495.500000
1287,-496.500000
1288,-494.500000
1289,-495.000000
1290,-494.500000
1291,-495.500000
1292,-498.000000
1293,-496.500000
1294,-498.500000
1295,-496.000000
1296,-495.500000
1297,-497.000000
1298,-495.500000
1299,-495.500000
1300,-494.500000
1301,-496.000000
1302,-495.500000
1303,-497.500000
1304,-496.500000
1305,-495.000000
1306,-497.000000
1307,-496.500000
1308,-496.000000
1309,-497.000000
1310,-493.500000
1311,-496.000000
1312,-496.500000
1313,-492.500000
1314,-495.500000
1315,-496.000000
1316,-495.500000
1317,-498.500000
1318,-496.500000
1319,-495.500000
1320,-495.500000
1321,-495.500000
1322,-494.500000
1323,-495.500000
1324,-496.000000
1325,-496.500000
1326,-493.500000
1327,-497.500000
1328,-497.000000
1329,-496.500000
1330,-497.500000
1331,-493.500000
1332,-496.000000
1333,-495.000000
1334,-495.000000
1335,-496.500000
1336,-494.500000
1337,-496.000000
1338,-494.500000
1339,-496.000000
1340,-493.500000
1341,-492.500000
1342,-496.000000
1343,-496.000000
1344,-497.500000
1345,-495.000000
1346,-496.500000
1347,-495.000000
1348,-497.000000
1349,-495.000000
1350,-495.000000
1351,-494.500000
1352,-495.500000
1353,-495.500000
1354,-495.000000
1355,-497.500000
1356,-494.500000
1357,-494.500000
1358,-495.500000
1359,-496.500000
1360,-494.500000
1361,-493.500000
1362,-495.500000
1363,-497.500000
1364,-490.500000
1365,-495.500000
1366,-494.000000
1367,-497.500000
1368,-494.500000
1369,-495.500000
1370,-494.500000
1371,-496.500000
1372,-494.500000
1373,-497.500000
1374,-496.500000
1375,-498.500000
1376,-497.500000
1377,-498.000000
1378,-496.500000
1379,-496.500000
1380,-496.500000
1381,-497.000000
1382,-497.000000
1383,-497.500000
1384,-496.000000
1385,-497.500000
1386,-495.500000
1387,-495.500000
1388,-498.500000
1389,-498.000000
1390,-496.000000
1391,-496.000000
1392,-496.000000
1393,-499.000000
1394,-497.500000
1395,-496.000000
1396,-495.500000
1397,-495.000000
1398,-497.500000
1399,-497.000000
1400,-497.000000
1401,-498.500000
1402,-496.000000
1403,-497.500000
1404,-496.000000
1405,-496.000000
1406,-495.500000
1407,-498.000000
1408,-497.500000
1409,-495.000000
1410,-499.500000
1411,-496.000000
1412,-496.000000
1413,-496.500000
1414,-496.000000
1415,-496.000000
1416,-497.000000
1417,-496.000000
1418,-496.500000
1419,-497.500000
1420,-498.500000
1421,515.500000
1422,512.500000
1423,512.000000
1424,510.000000
1425,510.000000
1426,509.000000
1427,509.000000
1428,512.000000
1429,509.500000
1430,510.000000
1431,511.000000
1432,509.500000
1433,510.000000
1434,512.000000
1435,509.000000
1436,510.000000
1437,512.000000
1438,511.500000
1439,512.000000
1440,511.500000
1441,513.500000
1442,514.000000
1443,512.500000
1444,515.500000
1445,512.500000
1446,513.500000
1447,512.000000
1448,513.500000
1449,515.000000
1450,513.000000
1451,514.500000
1452,515.500000
1453,514.000000
1454,514.000000
1455,515.000000
1456,516.000000
1457,513.500000
1458,514.500000
1459,514.500000
1460,513.000000
1461,514.000000
1462,513.500000
1463,512.500000
1464,513.500000
1465,514.000000
1466,512.500000
1467,513.000000
1468,513.500000
1469,513.500000
1470,513.500000
1471,514.000000
1472,514.500000
1473,516.500000
1474,513.000000
1475,516.000000
1476,513.000000
1477,513.500000
1478,514.000000
1479,511.000000
1480,513.500000
1481,514.000000
1482,511.000000
1483,514.500000
1484,512.000000
1485,513.000000
1486,510.500000
1487,514.000000
1488,511.500000
1489,510.000000
1490,509.500000
1491,513.500000
1492,512.500000
1493,512.500000
1494,512.500000
1495,510.000000
1496,510.000000
1497,512.000000
1498,512.500000
1499,513.000000
1500,511.500000
1501,513.500000
1502,510.500000
1503,512.000000
1504,511.000000
1505,512.000000
1506,513.000000
1507,511.500000
1508,511.000000
1509,512.000000
1510,509.500000
1511,511.500000
1512,511.500000
1513,509.000000
1514,512.000000
1515,510.000000
1516,510.500000
1517,510.000000
1518,511.000000
1519,511.500000
1520,510.500000
1521,508.500000
1522,510.500000
1523,508.000000
1524,510.500000
1525,510.500000
1526,511.000000
1527,509.500000
1528,508.000000
1529,507.000000
1530,510.000000
1531,510.000000
1532,510.000000
1533,510.500000
1534,510.500000
1535,507.500000
1536,510.500000
1537,508.500000
1538,511.500000
1539,507.000000
1540,509.500000
1541,507.000000
1542,510.500000
1543,512.000000
1544,508.000000
1545,512.000000
1546,509.500000
1547,507.000000
1548,511.500000
1549,509.000000
1550,509.500000
1551,509.500000
1552,509.500000
1553,508.500000
1554,510.000000
1555,510.000000
1556,510.000000
1557,509.500000
1558,508.500000
1559,511.000000
1560,511.000000
1561,507.500000
1562,510.000000
1563,509.500000
1564,510.500000
1565,508.000000
1566,509.500000
1567,508.000000
1568,510.000000
1569,507.000000
1570,509.500000
1571,509.500000
1572,513.000000
1573,510.000000
1574,510.000000
1575,509.000000
1576,510.000000
1577,508.000000
1578,509.000000
1579,508.500000
1580,508.000000
1581,510.000000
1582,508.000000
1583,509.000000
1584,507.500000
1585,508.500000
1586,509.500000
1587,507.500000
1588,509.000000
1589,507.500000
1590,508.500000
1591,506.500000
1592,509.500000
1593,506.000000
1594,505.000000
1595,505.500000
1596,507.500000
1597,507.000000
1598,508.000000
1599,508.000000
1600,507.500000
1601,506.500000
1602,508.500000
1603,507.000000
1604,507.500000
1605,510.500000
1606,507.000000
1607,509.500000
1608,506.500000
1609,508.500000
1610,507.000000
1611,509.500000
1612,509.000000
1613,506.000000
1614,509.500000
1615,506.500000
1616,508.000000
1617,507.000000
1618,508.000000
1619,506.500000
1620,504.500000
1621,505.000000
1622,504.000000
1623,509.000000
1624,506.000000
1625,508.500000
1626,506.000000
1627,509.500000
1628,503.500000
1629,506.000000
1630,505.000000
1631,506.500000
1632,504.500000
1633,506.000000
1634,506.000000
1635,507.000000
1636,505.000000
1637,507.000000
1638,506.000000
1639,506.500000
1640,504.500000
1641,505.500000
1642,504.500000
1643,505.500000
1644,506.500000
1645,506.500000
1646,504.500000
1647,507.000000
1648,506.000000
1649,506.500000
1650,507.500000
1651,506.500000
1652,502.500000
1653,503.500000
1654,505.000000
1655,504.500000
1656,504.000000
1657,507.500000
1658,506.500000
1659,503.500000
1660,504.000000
1661,505.000000
1662,504.500000
1663,506.500000
1664,504.000000
1665,506.000000
1666,506.000000
1667,506.000000
1668,505.500000
1669,505.000000
1670,507.500000
1671,505.500000
1672,504.500000
1673,505.500000
1674,505.500000
1675,506.500000
1676,504.500000
1677,507.000000
1678,506.000000
1679,504.500000
1680,506.500000
1681,505.000000
1682,505.000000
1683,505.500000
1684,506.500000
1685,507.000000
1686,505.000000
1687,504.000000
1688,503.500000
1689,504.500000
1690,504.500000
1691,505.000000
1692,506.000000
1693,505.500000
1694,505.500000
1695,505.500000
1696,506.000000
1697,507.000000
1698,504.000000
1699,507.500000
1700,505.500000
1701,509.000000
1702,506.500000
1703,507.000000
1704,505.500000
1705,504.000000
1706,503.500000
1707,504.500000
1708,505.500000
1709,509.000000
1710,505.500000
1711,505.500000
1712,503.000000
1713,504.500000
1714,504.500000
1715,504.500000
1716,503.000000
1717,506.000000
1718,505.500000
1719,505.500000
1720,506.000000
1721,502.500000
1722,507.500000
1723,504.000000
1724,508.000000
1725,505.500000
1726,506.500000
1727,503.500000
1728,506.500000
1729,504.500000
1730,507.000000
1731,505.000000
1732,507.000000
1733,505.500000
1734,506.000000
1735,507.500000
1736,505.000000
1737,506.000000
1738,503.500000
1739,504.500000
1740,503.000000
1741,504.000000
1742,504.000000
1743,504.000000
1744,505.000000
1745,504.000000
1746,504.500000
1747,502.500000
1748,505.000000
